timestamp,image,kernel_size,noise_level,processing_time_ms,method,num_processes,psnr,ssim
2025-11-18T22:54:31.063493+01:00,image.jpg,3,0.1,3547.503292,seq,1,28.008352442160202,0.8779227410115823
2025-11-18T22:54:36.140287+01:00,image.jpg,5,0.1,4664.130709,seq,1,24.389910543507483,0.7107894693436766
2025-11-18T22:54:40.319735+01:00,image.jpg,3,0.1,3779.613791,seq,1,28.021709638125927,0.8781627526586876
2025-11-18T22:54:45.412477+01:00,image.jpg,5,0.1,4675.584459,seq,1,24.388012295410057,0.7106771124402576
2025-11-18T22:54:49.501129+01:00,image.jpg,3,0.1,3684.429417,seq,1,28.014820384717872,0.8781902633986524
2025-11-18T22:54:54.685758+01:00,image.jpg,5,0.1,4789.811042,seq,1,24.385806602843353,0.7107769865336117
2025-11-18T22:54:58.679971+01:00,image.jpg,3,0.1,3558.942875,seq,1,28.01841693718496,0.878087307146716
2025-11-18T22:55:03.819425+01:00,image.jpg,5,0.1,4735.714167,seq,1,24.385743970854616,0.7107158336319483
2025-11-18T22:55:07.908933+01:00,image.jpg,3,0.1,3669.0235,seq,1,28.018349619650717,0.8781492891073406
2025-11-18T22:55:13.699745+01:00,image.jpg,5,0.1,5373.388583999999,seq,1,24.388481326792274,0.7107116294912407
2025-11-18T22:55:17.870245+01:00,image.jpg,3,0.1,3742.1278340000003,seq,1,28.021279275353137,0.8782071868148792
2025-11-18T22:55:23.075938+01:00,image.jpg,5,0.1,4805.84325,seq,1,24.39272935474672,0.7109105360079909
2025-11-18T22:55:27.121353+01:00,image.jpg,3,0.1,3624.6837090000004,seq,1,28.018606152452914,0.8782407559126849
2025-11-18T22:55:32.421116+01:00,image.jpg,5,0.1,4894.932292,seq,1,24.390252534559014,0.7107125584802065
2025-11-18T22:55:36.519107+01:00,image.jpg,3,0.1,3670.7387919999996,seq,1,28.016210520285796,0.8780524294910216
2025-11-18T22:55:41.730461+01:00,image.jpg,5,0.1,4804.940916,seq,1,24.388639494659493,0.7107726041082622
2025-11-18T22:55:45.804388+01:00,image.jpg,3,0.1,3667.809875,seq,1,28.005435026658155,0.8779550938408892
2025-11-18T22:55:51.031447+01:00,image.jpg,5,0.1,4836.064875,seq,1,24.385164146205096,0.7106802649036706
2025-11-18T22:55:55.137415+01:00,image.jpg,3,0.1,3667.764084,seq,1,28.013406509563048,0.8781532572126696
2025-11-18T22:56:00.512200+01:00,image.jpg,5,0.1,4982.101125,seq,1,24.39104599510499,0.7106676227317988
2025-11-18T22:56:01.396238+01:00,image.jpg,3,0.1,471.193333,par,1,28.01058661572386,0.8780476803245263
2025-11-18T22:56:02.446108+01:00,image.jpg,5,0.1,650.929583,par,1,24.38097023484713,0.7104976542037768
2025-11-18T22:56:03.329177+01:00,image.jpg,3,0.1,478.592375,par,1,28.018903607862605,0.8782232158387272
2025-11-18T22:56:04.352492+01:00,image.jpg,5,0.1,621.6263749999999,par,1,24.384907727697296,0.7105845330963111
2025-11-18T22:56:05.238293+01:00,image.jpg,3,0.1,468.202209,par,1,28.010648212784478,0.8780271114199858
2025-11-18T22:56:06.255200+01:00,image.jpg,5,0.1,599.385834,par,1,24.390099081147383,0.7107787317524148
2025-11-18T22:56:07.171564+01:00,image.jpg,3,0.1,481.621167,par,1,28.00839251053806,0.877931690190573
2025-11-18T22:56:08.178990+01:00,image.jpg,5,0.1,615.47775,par,1,24.39073065824045,0.7108756646723753
2025-11-18T22:56:09.122759+01:00,image.jpg,3,0.1,521.682583,par,1,28.009849457844176,0.8780486775099332
2025-11-18T22:56:10.217550+01:00,image.jpg,5,0.1,662.581208,par,1,24.390382465598975,0.7107772456774457
2025-11-18T22:56:11.170618+01:00,image.jpg,3,0.1,546.683667,par,1,28.023576859232755,0.878081443042997
2025-11-18T22:56:12.202252+01:00,image.jpg,5,0.1,630.94275,par,1,24.378602737082154,0.7105529834775863
2025-11-18T22:56:13.113634+01:00,image.jpg,3,0.1,482.634875,par,1,28.0060527131986,0.8778580901862938
2025-11-18T22:56:14.119811+01:00,image.jpg,5,0.1,610.9631250000001,par,1,24.385958923578457,0.7107020700114494
2025-11-18T22:56:14.985511+01:00,image.jpg,3,0.1,463.949208,par,1,28.010695325414574,0.8780801387644254
2025-11-18T22:56:15.997301+01:00,image.jpg,5,0.1,604.170166,par,1,24.3848751713212,0.710587409148802
2025-11-18T22:56:16.941586+01:00,image.jpg,3,0.1,535.33325,par,1,28.016374462979986,0.8780995752298327
2025-11-18T22:56:17.963477+01:00,image.jpg,5,0.1,625.1217919999999,par,1,24.384712635698207,0.7106051264621803
2025-11-18T22:56:18.869391+01:00,image.jpg,3,0.1,505.07599999999996,par,1,28.01790541361735,0.8781894213182345
2025-11-18T22:56:19.874450+01:00,image.jpg,5,0.1,610.134375,par,1,24.383810966404468,0.7106771551401108
2025-11-18T22:56:20.420281+01:00,image.jpg,3,0.1,127.980333,gpu,1,28.006621685595395,0.8780405519234932
2025-11-18T22:56:21.512063+01:00,image.jpg,5,0.1,699.201167,gpu,1,24.388887130305623,0.710734663861186
2025-11-18T22:56:22.080720+01:00,image.jpg,3,0.1,110.58779100000001,gpu,1,28.01577767777086,0.8781187204533553
2025-11-18T22:56:23.194372+01:00,image.jpg,5,0.1,710.732041,gpu,1,24.390637497095778,0.7108643382247781
2025-11-18T22:56:23.723269+01:00,image.jpg,3,0.1,108.23695799999999,gpu,1,28.00558409064885,0.877989743435741
2025-11-18T22:56:24.894248+01:00,image.jpg,5,0.1,717.416458,gpu,1,24.39131659632376,0.7108640064391777
2025-11-18T22:56:25.429135+01:00,image.jpg,3,0.1,114.208791,gpu,1,28.01209632394393,0.8780702749063245
2025-11-18T22:56:26.559700+01:00,image.jpg,5,0.1,703.68525,gpu,1,24.38628951703725,0.7105751669135844
2025-11-18T22:56:27.116097+01:00,image.jpg,3,0.1,112.254667,gpu,1,28.015473087078753,0.8779522396504623
2025-11-18T22:56:28.225678+01:00,image.jpg,5,0.1,702.7225000000001,gpu,1,24.387862102541945,0.7107897368735372
2025-11-18T22:56:28.755521+01:00,image.jpg,3,0.1,111.687625,gpu,1,28.025778566315534,0.8781514885015888
2025-11-18T22:56:29.868349+01:00,image.jpg,5,0.1,708.9522499999999,gpu,1,24.38407885719815,0.7106495086596541
2025-11-18T22:56:30.384692+01:00,image.jpg,3,0.1,109.302125,gpu,1,28.015472512752197,0.8781384643086556
2025-11-18T22:56:31.502114+01:00,image.jpg,5,0.1,701.4746670000001,gpu,1,24.386369457982013,0.7107180791502172
2025-11-18T22:56:32.019313+01:00,image.jpg,3,0.1,108.84141699999999,gpu,1,28.014459984544946,0.8780774605476388
2025-11-18T22:56:33.125878+01:00,image.jpg,5,0.1,704.94825,gpu,1,24.387331494884894,0.7107294264324956
2025-11-18T22:56:33.641142+01:00,image.jpg,3,0.1,110.12325000000001,gpu,1,28.00924969685681,0.878028595973395
2025-11-18T22:56:34.751091+01:00,image.jpg,5,0.1,707.6405420000001,gpu,1,24.389965391970595,0.7107757134289201
2025-11-18T22:56:35.266379+01:00,image.jpg,3,0.1,110.588334,gpu,1,28.011835843354298,0.8781563128196404
2025-11-18T22:56:36.380916+01:00,image.jpg,5,0.1,719.184833,gpu,1,24.381693267717118,0.7105732749810248
2025-11-18T22:56:41.398980+01:00,image.jpg,3,0.1,3867.868375,dist,2,28.0205028243956,0.8780827081141838
2025-11-18T22:56:46.794198+01:00,image.jpg,5,0.1,4932.955542000001,dist,2,24.388208251840798,0.710771010611132
2025-11-18T22:56:51.061787+01:00,image.jpg,3,0.1,3900.953333,dist,2,28.003729517795307,0.8778948696784121
2025-11-18T22:56:56.456710+01:00,image.jpg,5,0.1,5036.548833000001,dist,2,24.39275371916726,0.7109387276716307
2025-11-18T22:57:00.695136+01:00,image.jpg,3,0.1,3870.904334,dist,2,28.026609478925632,0.8781499572081454
2025-11-18T22:57:05.991206+01:00,image.jpg,5,0.1,4941.0226250000005,dist,2,24.38661808264728,0.7106456914055386
2025-11-18T22:57:10.289843+01:00,image.jpg,3,0.1,3913.435375,dist,2,28.022174454775904,0.8782554625699115
2025-11-18T22:57:15.689979+01:00,image.jpg,5,0.1,5049.752917,dist,2,24.386928929119023,0.7106510776847589
2025-11-18T22:57:19.968688+01:00,image.jpg,3,0.1,3909.1333329999998,dist,2,28.00934696529745,0.8780223942385161
2025-11-18T22:57:25.314078+01:00,image.jpg,5,0.1,4978.670625000001,dist,2,24.389308168640163,0.7106119675654594
2025-11-18T22:57:29.631285+01:00,image.jpg,3,0.1,3938.8981670000003,dist,2,28.003790325128445,0.8779061377993534
2025-11-18T22:57:35.148321+01:00,image.jpg,5,0.1,5129.5710420000005,dist,2,24.38659238108703,0.7106453334588293
2025-11-18T22:57:39.643427+01:00,image.jpg,3,0.1,4114.80275,dist,2,28.010605083068036,0.8781118784164528
2025-11-18T22:57:45.027236+01:00,image.jpg,5,0.1,5028.360417,dist,2,24.392794759277706,0.7108077036762899
2025-11-18T22:57:49.286598+01:00,image.jpg,3,0.1,3889.610334,dist,2,28.023985040497987,0.8782498855842013
2025-11-18T22:57:54.670869+01:00,image.jpg,5,0.1,5027.345667,dist,2,24.389184354490915,0.7107813813685658
2025-11-18T22:57:58.939523+01:00,image.jpg,3,0.1,3901.737792,dist,2,28.01259407773048,0.8780269134509939
2025-11-18T22:58:04.393835+01:00,image.jpg,5,0.1,5087.296708,dist,2,24.389852516039497,0.7107650581559997
2025-11-18T22:58:08.847359+01:00,image.jpg,3,0.1,4052.872625,dist,2,28.025043487811985,0.8782421510767068
2025-11-18T22:58:14.459807+01:00,image.jpg,5,0.1,5228.855083,dist,2,24.390337937847285,0.7107216231855351
2025-11-18T22:58:16.975226+01:00,image.jpg,3,0.1,2126.552667,dist,4,28.02035256273405,0.8780051813774834
2025-11-18T22:58:20.103458+01:00,image.jpg,5,0.1,2764.2891670000004,dist,4,24.392069325123465,0.7107868532542643
2025-11-18T22:58:22.644900+01:00,image.jpg,3,0.1,2170.379917,dist,4,28.017688533165877,0.8781168867039096
2025-11-18T22:58:25.643052+01:00,image.jpg,5,0.1,2641.5189579999997,dist,4,24.389684762086183,0.7107097572638108
2025-11-18T22:58:28.174103+01:00,image.jpg,3,0.1,2146.976125,dist,4,28.01350195481191,0.8780689365021459
2025-11-18T22:58:31.240728+01:00,image.jpg,5,0.1,2679.2720409999997,dist,4,24.387232939140667,0.7107243683371843
2025-11-18T22:58:33.733595+01:00,image.jpg,3,0.1,2120.085166,dist,4,28.018036624532968,0.8781248629283149
2025-11-18T22:58:36.751113+01:00,image.jpg,5,0.1,2655.011583,dist,4,24.385259221563192,0.7105978352826068
2025-11-18T22:58:39.168243+01:00,image.jpg,3,0.1,2038.785166,dist,4,28.005455988114566,0.8778621226111637
2025-11-18T22:58:42.174121+01:00,image.jpg,5,0.1,2626.43925,dist,4,24.391359322727123,0.7107024364655625
2025-11-18T22:58:44.625244+01:00,image.jpg,3,0.1,2059.813959,dist,4,28.01623742535058,0.8782030597128535
2025-11-18T22:58:47.640415+01:00,image.jpg,5,0.1,2655.483834,dist,4,24.383622156290066,0.710643553694901
2025-11-18T22:58:50.087592+01:00,image.jpg,3,0.1,2069.8774160000003,dist,4,28.011286251761497,0.8780011219984201
2025-11-18T22:58:53.211278+01:00,image.jpg,5,0.1,2748.504583,dist,4,24.380527670405765,0.7105488722126712
2025-11-18T22:58:55.714075+01:00,image.jpg,3,0.1,2128.5431670000003,dist,4,28.02042435017893,0.8781026545802623
2025-11-18T22:58:58.799013+01:00,image.jpg,5,0.1,2685.574125,dist,4,24.38749348000383,0.7107382809787676
2025-11-18T22:59:01.360198+01:00,image.jpg,3,0.1,2168.142042,dist,4,28.013329025574677,0.8779385473788884
2025-11-18T22:59:04.418641+01:00,image.jpg,5,0.1,2691.180583,dist,4,24.38622404287834,0.7106697157863481
2025-11-18T22:59:06.879430+01:00,image.jpg,3,0.1,2054.150167,dist,4,28.011548978970538,0.8780530609413528
2025-11-18T22:59:10.205025+01:00,image.jpg,5,0.1,2954.189166,dist,4,24.38919652583808,0.7106595502799412
2025-11-18T22:59:12.172517+01:00,image.jpg,3,0.1,1491.518625,dist,8,28.010056266693248,0.8781077844302337
2025-11-18T22:59:14.394215+01:00,image.jpg,5,0.1,1832.427792,dist,8,24.38600737472656,0.7106970305956809
2025-11-18T22:59:16.288535+01:00,image.jpg,3,0.1,1473.230958,dist,8,28.012439359257602,0.8780444533553657
2025-11-18T22:59:18.552579+01:00,image.jpg,5,0.1,1875.7325,dist,8,24.388090767875333,0.7107792799351625
2025-11-18T22:59:20.343029+01:00,image.jpg,3,0.1,1405.185375,dist,8,28.00954482796388,0.8779608423732266
2025-11-18T22:59:22.558736+01:00,image.jpg,5,0.1,1810.4084999999998,dist,8,24.385776990535483,0.7106315115130385
2025-11-18T22:59:24.341542+01:00,image.jpg,3,0.1,1374.4685,dist,8,28.010299154856188,0.8780113010209678
2025-11-18T22:59:26.663549+01:00,image.jpg,5,0.1,1932.739666,dist,8,24.386433777466692,0.7106749225869871
2025-11-18T22:59:28.527287+01:00,image.jpg,3,0.1,1433.9712499999998,dist,8,28.014471922548157,0.8782212606736547
2025-11-18T22:59:30.735504+01:00,image.jpg,5,0.1,1804.283959,dist,8,24.388973707330194,0.710790476994293
2025-11-18T22:59:32.478527+01:00,image.jpg,3,0.1,1339.6343749999999,dist,8,28.02171815979441,0.8783048774675538
2025-11-18T22:59:34.707012+01:00,image.jpg,5,0.1,1846.974542,dist,8,24.383715068422084,0.710596446014987
2025-11-18T22:59:36.466263+01:00,image.jpg,3,0.1,1358.882042,dist,8,28.014629217026545,0.8780764850833107
2025-11-18T22:59:38.719794+01:00,image.jpg,5,0.1,1865.928833,dist,8,24.38524684668395,0.7106107666231944
2025-11-18T22:59:40.520742+01:00,image.jpg,3,0.1,1400.945166,dist,8,28.016591173367054,0.8780661347721327
2025-11-18T22:59:42.620931+01:00,image.jpg,5,0.1,1722.533209,dist,8,24.385148282559264,0.7106371071782661
2025-11-18T22:59:44.377675+01:00,image.jpg,3,0.1,1352.972791,dist,8,28.018456216590867,0.8781598912895604
2025-11-18T22:59:46.515300+01:00,image.jpg,5,0.1,1744.041,dist,8,24.388247934940473,0.7107427801552029
2025-11-18T22:59:48.262088+01:00,image.jpg,3,0.1,1356.0368330000001,dist,8,28.002494159095797,0.8779034763244754
2025-11-18T22:59:50.414922+01:00,image.jpg,5,0.1,1772.045833,dist,8,24.38611964594379,0.71070122455484
